City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
345,Byron Bay,-28.65,153.6167,78.8,73,75,18.41,AU,broken clouds
346,Freeport,40.6576,-73.5832,27.0,63,1,20.71,US,clear sky
347,Cap-Aux-Meules,47.3821,-61.8597,26.6,74,100,16.11,CA,snow
348,Soligalich,59.0778,42.2864,-24.02,85,50,6.62,RU,scattered clouds
349,Juneau,58.3019,-134.4197,19.4,73,90,6.58,US,overcast clouds
350,Mehamn,71.0357,27.8492,23.0,68,75,29.93,NO,light snow
351,Tabat,-2.635,115.2274,93.11,53,95,2.62,ID,overcast clouds
352,Xuddur,4.1213,43.8894,72.27,69,18,24.61,SO,few clouds
353,Maine-Soroa,13.2114,12.0241,60.62,31,5,9.55,NE,clear sky
354,Fairbanks,64.8378,-147.7164,-16.6,68,1,4.68,US,clear sky
355,Bambous Virieux,-20.3428,57.7575,84.2,65,40,12.66,MU,scattered clouds
356,Labuhan,-6.8844,112.2051,83.23,79,78,18.12,ID,broken clouds
357,Saint-Joseph,-21.3667,55.6167,86.0,54,90,5.75,RE,overcast clouds
358,Nelson Bay,-32.7167,152.15,75.2,64,40,17.27,AU,scattered clouds
359,Shimoda,34.6667,138.95,50.0,57,40,12.66,JP,scattered clouds
360,Adrar,20.5022,-10.0711,53.37,41,0,10.58,MR,clear sky
361,Valls,41.2861,1.2499,51.01,62,0,9.22,ES,clear sky
362,Helong,42.5397,128.9972,11.55,79,3,13.76,CN,clear sky
363,Beidao,34.5686,105.8933,43.0,20,0,1.99,CN,clear sky
364,Corumba,-19.0092,-57.6533,68.92,66,0,1.21,BR,clear sky
365,Hasaki,35.7333,140.8333,48.99,39,20,8.05,JP,few clouds
366,Moree,-29.4667,149.85,95.0,21,75,6.91,AU,broken clouds
367,Quarai,-30.3875,-56.4514,69.21,62,0,7.96,BR,clear sky
368,Salta,-24.7859,-65.4117,71.6,68,90,3.44,AR,overcast clouds
369,Pachperwa,27.5167,82.65,69.1,41,0,3.67,IN,clear sky
370,Sinegorskiy,48.0139,40.8447,18.3,73,96,3.74,RU,snow
371,Almaznyy,48.0448,40.045,15.8,79,40,8.95,RU,snow
372,Peabiru,-23.9128,-52.3431,71.6,64,0,9.22,BR,clear sky
373,Geraldton,-28.7667,114.6,77.0,61,75,14.97,AU,broken clouds
374,Etoka,43.9194,43.0483,28.0,93,90,13.42,RU,light snow
375,Neder Vindinge,55.0321,11.8836,30.0,73,100,8.99,DK,overcast clouds
376,Klyuchi,52.2667,79.1667,30.63,99,100,22.95,RU,snow
377,Atherton,53.5237,-2.4935,35.01,61,95,1.99,GB,light snow
378,Babat,-7.1128,112.1635,84.04,78,80,12.84,ID,light rain
379,Moche,-8.1711,-79.0092,70.54,78,93,4.68,PE,overcast clouds
380,Jacqueville,5.2052,-4.4146,80.6,100,75,5.75,CI,broken clouds
381,Nanortalik,60.1432,-45.2371,31.69,87,96,16.15,GL,overcast clouds
382,Saint-Ambroise,48.5501,-71.3324,23.0,93,100,4.61,CA,snow
383,Batemans Bay,-35.7167,150.1833,73.0,70,64,3.0,AU,broken clouds
384,Saint Anthony,45.0205,-93.218,-2.2,60,90,4.61,US,light snow
385,Olpad,21.3333,72.75,77.0,33,0,11.5,IN,haze
386,Labytnangi,66.6572,66.4183,-14.15,87,100,23.13,RU,light snow
387,Oussouye,12.485,-16.5469,68.0,88,0,6.91,SN,clear sky
388,Mecca,21.4267,39.8261,68.32,25,0,15.26,SA,clear sky
389,Acarau,-2.8856,-40.12,78.55,86,25,10.13,BR,scattered clouds
390,Fare,-16.7,-151.0167,81.97,77,27,14.07,PF,light rain
391,Karoi,-16.8099,29.6925,64.87,95,97,7.43,ZW,overcast clouds
392,Tacuarembo,-31.7333,-55.9833,65.66,78,0,4.74,UY,clear sky
393,Leon,21.1167,-101.6667,60.8,33,20,4.61,MX,few clouds
394,Shitanjing,39.2342,106.3439,37.63,59,11,3.67,CN,few clouds
395,Pingxiang,27.6167,113.85,52.39,90,100,0.96,CN,light rain
396,Leningradskiy,69.3833,178.4167,-17.45,87,7,8.52,RU,clear sky
397,Itarema,-2.9248,-39.9167,77.99,87,19,7.85,BR,few clouds
398,Merauke,-8.4667,140.3333,85.05,75,74,7.56,ID,broken clouds
399,Germantown,39.1732,-77.2717,27.0,43,1,5.75,US,clear sky
400,Rapid Valley,44.0625,-103.1463,-5.01,77,1,5.75,US,clear sky
401,Tashara,55.5195,83.5094,16.16,94,76,11.14,RU,broken clouds
402,Halifax,44.6453,-63.5724,28.99,93,100,16.11,CA,snow
403,Ati,13.2154,18.3353,62.17,26,78,11.97,TD,broken clouds
404,Adzope,6.1069,-3.8619,74.23,98,77,2.21,CI,broken clouds
405,Awbari,26.5921,12.7805,56.37,35,100,9.01,LY,overcast clouds
406,Hofn,64.2539,-15.2082,37.31,82,100,15.23,IS,light rain
407,Maceio,-9.6658,-35.7353,73.4,94,0,3.44,BR,clear sky
408,Shambu,9.5667,37.1,53.91,44,68,2.3,ET,broken clouds
409,Road Town,18.4167,-64.6167,78.01,82,34,17.0,VG,scattered clouds
410,Cassilandia,-19.1133,-51.7342,66.97,80,0,2.64,BR,clear sky
411,Beyneu,45.3167,55.2,22.06,79,97,13.8,KZ,overcast clouds
412,San Vicente De Canete,-13.0751,-76.3835,71.56,79,100,2.98,PE,overcast clouds
413,Guerrero Negro,27.9769,-114.0611,60.3,75,0,9.82,MX,clear sky
414,Cabo San Lucas,22.8909,-109.9124,64.99,69,99,5.55,MX,overcast clouds
415,Shiyan,32.6475,110.7781,50.7,46,100,7.96,CN,overcast clouds
416,Virginia Beach,36.8529,-75.978,37.4,70,40,9.22,US,scattered clouds
417,Yaan,7.3833,8.5667,71.19,91,94,5.41,NG,overcast clouds
418,Desbiens,48.4178,-71.9495,19.4,86,90,14.97,CA,light snow
419,Guanica,17.9716,-66.908,71.01,85,35,7.49,PR,scattered clouds
420,Omsukchan,62.5333,155.8,5.38,90,97,13.38,RU,overcast clouds
421,Alice Springs,-23.7,133.8833,97.0,16,76,14.97,AU,broken clouds
422,Kruisfontein,-34.0033,24.7314,63.0,86,79,12.01,ZA,broken clouds
423,Iqaluit,63.7506,-68.5145,32.0,74,90,17.27,CA,light snow
424,Puerto Lopez,4.0845,-72.956,81.54,59,71,5.64,CO,broken clouds
425,Noshiro,40.2039,140.0242,23.0,86,75,16.11,JP,light snow
426,Tual,-5.6667,132.75,83.57,79,88,19.69,ID,overcast clouds
427,Bastia,42.6667,9.3333,53.01,61,20,5.75,FR,few clouds
428,Bonthe,7.5264,-12.505,77.32,86,73,0.85,SL,broken clouds
429,Socorro,31.6546,-106.3033,64.4,11,1,12.66,US,clear sky
430,Nongpoh,25.9,91.8833,66.2,55,40,3.44,IN,haze
431,Musiri,10.9333,78.45,77.0,69,20,12.66,IN,mist
432,Udachnyy,66.4167,112.4,-24.11,84,73,4.83,RU,broken clouds
433,Egvekinot,66.3167,-179.1667,-13.18,87,38,17.11,RU,scattered clouds
434,Dawson Creek,55.7666,-120.2362,-31.0,68,75,5.3,CA,broken clouds
435,Bayir,37.2687,28.2167,60.8,67,75,11.5,TR,light rain
436,Zrenjanin,45.3836,20.3819,50.0,61,0,16.11,RS,clear sky
437,Matay,28.419,30.7792,55.72,48,0,6.78,EG,clear sky
438,Caravelas,-17.7125,-39.2481,76.06,92,100,8.95,BR,overcast clouds
439,Toamasina,-18.1667,49.3833,80.6,83,20,6.35,MG,few clouds
440,Neepawa,50.2289,-99.4664,-23.8,62,1,14.97,CA,clear sky
441,Mwinilunga,-11.7358,24.4293,63.34,97,100,3.78,ZM,light rain
442,Ndola,-12.9587,28.6366,64.44,99,100,3.33,ZM,moderate rain
443,Pangnirtung,66.1451,-65.7125,19.9,77,0,6.11,CA,clear sky
444,Laela,-8.5667,32.05,62.31,95,100,2.37,TZ,overcast clouds
445,Verkhnetulomskiy,68.6073,31.7962,19.4,93,75,6.71,RU,light snow
446,Taman,45.2117,36.7161,30.2,86,100,20.13,RU,heavy intensity rain
447,Makueni,-1.8041,37.6203,66.36,87,100,1.83,KE,light rain
448,Neiafu,-18.65,-173.9833,78.8,94,90,4.61,TO,light rain
449,Kungurtug,50.5994,97.5228,20.5,87,99,1.1,RU,overcast clouds
450,Salina Cruz,16.1667,-95.2,75.9,75,0,10.8,MX,clear sky
451,Milyutinskaya,48.6279,41.6679,15.66,76,100,3.4,RU,light snow
452,Ambilobe,-13.2,49.05,80.02,83,94,2.89,MG,overcast clouds
453,Gornopravdinsk,60.05,69.9,-3.46,89,100,10.85,RU,overcast clouds
454,Ippy,6.2679,21.2247,59.27,33,31,5.68,CF,scattered clouds
455,Cockburn Town,21.4612,-71.1419,77.81,83,20,17.58,TC,few clouds
456,Derzhavinsk,51.1,66.3167,0.09,92,54,18.12,KZ,broken clouds
457,Morondava,-20.2833,44.2833,80.85,80,95,8.72,MG,light rain
458,Bay Roberts,47.5999,-53.2648,30.0,77,95,1.99,CA,overcast clouds
459,Batticaloa,7.7102,81.6924,80.58,82,22,19.19,LK,few clouds
460,Itapirapua,-15.8233,-50.6133,69.48,96,89,4.56,BR,overcast clouds
461,Wuwei,37.9281,102.6414,41.29,46,3,5.68,CN,clear sky
462,Salalah,17.0151,54.0924,69.8,68,0,5.75,OM,clear sky
463,Sivas,39.7916,37.0019,30.2,80,0,10.36,TR,clear sky
464,Presidente Medici,-11.1753,-61.9014,72.82,96,100,2.13,BR,overcast clouds
465,Kalanaur,28.8333,76.4,69.69,30,0,4.99,IN,clear sky
466,Bairiki,1.3292,172.9752,84.2,79,40,8.05,KI,scattered clouds
467,Padang,-0.9492,100.3543,89.6,62,20,4.61,ID,few clouds
468,Chesma,53.8111,60.6533,-7.26,87,100,17.9,RU,overcast clouds
469,Mount Isa,-20.7333,139.5,91.4,52,75,10.36,AU,broken clouds
470,Kochubey,44.3861,46.5825,27.77,97,100,7.96,RU,light snow
471,Pochinok,54.4068,32.4407,-5.91,92,25,1.72,RU,scattered clouds
472,Hibbing,47.4272,-92.9377,-16.6,58,20,8.05,US,few clouds
473,Maniitsoq,65.4167,-52.9,24.62,79,0,18.39,GL,clear sky
474,Bathsheba,13.2167,-59.5167,77.0,65,20,16.11,BB,few clouds
475,Kota Kinabalu,5.9749,116.0724,87.8,79,20,5.75,MY,few clouds
476,Tamandare,-8.7597,-35.1047,77.05,83,100,5.23,BR,overcast clouds
477,Hamilton,39.1834,-84.5333,18.0,53,75,9.22,US,broken clouds
478,Naron,43.5167,-8.1528,50.0,93,0,5.75,ES,clear sky
479,Alofi,-19.0595,-169.9187,84.2,79,75,8.05,NU,broken clouds
480,Itoman,26.1247,127.6694,71.6,49,20,18.41,JP,few clouds
481,Yoichi,43.2039,140.7703,21.2,79,75,18.41,JP,snow
482,Le Port,-20.9373,55.2919,80.6,74,20,11.5,RE,few clouds
483,Boyuibe,-20.4167,-63.2833,69.33,50,99,2.37,BO,overcast clouds
484,Nizhniy Odes,63.6445,54.856,-22.31,86,100,9.19,RU,overcast clouds
485,Catalina,32.5056,-110.9211,57.0,29,48,0.78,US,scattered clouds
486,Viedma,-40.8135,-62.9967,51.01,82,87,8.68,AR,overcast clouds
487,Katherine,-14.4667,132.2667,89.6,62,75,11.5,AU,broken clouds
488,Pierre,44.3683,-100.351,-9.4,84,20,4.61,US,few clouds
489,Mulege,26.8833,-111.9833,60.3,49,0,2.01,MX,clear sky
490,Manokwari,-0.8667,134.0833,82.54,76,92,4.03,ID,overcast clouds
491,Maxixe,-23.8597,35.3472,78.8,94,40,7.81,MZ,scattered clouds
492,Nibbar,36.2941,8.7666,51.8,76,40,4.61,TN,scattered clouds
493,Moron,-34.6534,-58.6198,75.0,72,9,8.01,AR,clear sky
494,Laredo,27.5064,-99.5075,66.2,63,1,14.97,US,clear sky
495,Mokhsogollokh,61.4681,128.9203,-15.34,86,13,1.32,RU,few clouds
496,Saint George,37.1041,-113.5841,52.0,29,1,3.44,US,clear sky
497,Grenfell,-33.9,148.1667,83.16,31,9,4.0,AU,clear sky
498,Starobaltachevo,56.0013,55.9213,-11.4,89,100,14.36,RU,light snow
499,Marsh Harbour,26.5412,-77.0636,74.88,89,68,10.47,BS,broken clouds
500,Asyut,27.181,31.1837,50.0,87,0,3.74,EG,clear sky
501,Bandarbeyla,9.4942,50.8122,77.32,70,93,20.15,SO,overcast clouds
502,Mizan Teferi,6.9833,35.5833,66.99,35,50,2.3,ET,scattered clouds
503,Borogontsy,62.6683,131.1683,-20.9,85,49,4.47,RU,scattered clouds
504,Zakamensk,50.3741,103.2863,20.7,88,39,2.93,RU,scattered clouds
505,Cairns,-16.9167,145.7667,89.01,79,93,5.75,AU,overcast clouds
506,Sinnamary,5.3833,-52.95,77.58,84,100,13.06,GF,overcast clouds
507,Grand Gaube,-20.0064,57.6608,84.0,71,6,5.99,MU,clear sky
508,Quatre Cocos,-20.2078,57.7625,84.2,65,40,12.66,MU,scattered clouds
509,Singaraja,-8.112,115.0882,84.0,68,85,9.17,ID,overcast clouds
510,Gari,59.4307,62.3497,-8.91,90,100,3.15,RU,overcast clouds
511,Verkhnevilyuysk,63.4453,120.3167,-5.08,91,100,5.64,RU,overcast clouds
512,Marrakesh,31.6315,-8.0083,44.6,93,8,4.61,MA,clear sky
513,Kurgan,55.45,65.3333,-5.53,86,95,9.55,RU,overcast clouds
514,Elliot Lake,46.3834,-82.6331,1.4,66,1,6.91,CA,clear sky
515,Mao,39.8885,4.2658,53.6,82,0,11.5,ES,clear sky
516,Idil,37.3411,41.8895,44.47,60,51,1.99,TR,broken clouds
517,Wukari,7.85,9.7833,70.11,23,94,2.62,NG,overcast clouds
518,Fuling,29.7022,107.3919,60.98,54,100,2.37,CN,light rain
519,Kamenka,51.3223,42.7678,-8.27,91,73,8.39,RU,broken clouds
520,Yining,29.0361,114.5636,48.72,85,100,5.41,CN,light rain
521,Jacareacanga,-6.2222,-57.7528,74.21,97,100,1.5,BR,overcast clouds
522,Tombouctou,20.0,-3.0,56.41,34,40,10.13,ML,scattered clouds
523,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.39,95,89,2.06,BR,overcast clouds
524,Sioux Lookout,50.1001,-91.917,-22.0,63,1,9.22,CA,clear sky
525,Baykit,61.67,96.37,19.24,91,45,10.22,RU,scattered clouds
526,Shar,49.5886,81.0453,29.48,92,90,26.33,KZ,overcast clouds
527,Moscow,55.7522,37.6156,-2.2,78,0,6.71,RU,clear sky
528,Hervey Bay,-25.2986,152.8535,82.99,74,90,18.41,AU,overcast clouds
529,Gibsons,49.3997,-123.5027,37.4,60,16,3.44,CA,few clouds
530,Kingisepp,59.3733,28.6134,7.18,96,83,3.8,RU,broken clouds
531,Bam,29.106,58.357,63.88,28,0,8.19,IR,clear sky
532,Tukums,56.9669,23.1553,-2.2,84,0,0.29,LV,clear sky
533,Allanridge,-27.7543,26.6438,62.01,95,0,2.64,ZA,clear sky
534,Ormara,25.2088,64.6357,71.92,24,0,4.18,PK,clear sky
535,Tadine,-21.55,167.8833,80.76,72,100,3.15,NC,overcast clouds
536,Mikhaylovka,50.06,43.2379,7.0,81,62,5.01,RU,broken clouds
537,Ibotirama,-12.1853,-43.2206,68.09,92,89,2.93,BR,overcast clouds
538,Surt,31.2089,16.5887,64.96,49,58,16.37,LY,broken clouds
539,Mindyak,54.0231,58.7891,-9.22,84,100,17.6,RU,overcast clouds
540,Kyzyl-Suu,42.3414,78.0056,39.61,73,100,1.19,KG,overcast clouds
541,Saint-Francois,46.4154,3.9054,37.4,81,90,6.91,FR,overcast clouds
542,Yulara,-25.2406,130.9889,95.0,16,0,8.05,AU,clear sky
543,Kloulklubed,7.0419,134.2556,86.0,74,75,8.05,PW,broken clouds
544,Portland,45.5234,-122.6762,44.01,75,95,1.99,US,overcast clouds
545,Bonavista,48.6499,-53.1147,28.99,74,60,3.44,CA,broken clouds
546,Atikokan,48.7555,-91.6216,-25.91,85,69,6.67,CA,broken clouds
547,Dalby,-27.1833,151.2667,86.0,42,40,11.5,AU,scattered clouds
548,Svetlogorsk,52.6333,29.7333,3.83,92,45,7.52,BY,scattered clouds
549,Catamarca,-28.4696,-65.7852,70.0,74,34,1.01,AR,moderate rain
550,Istok,42.7808,20.4875,50.0,66,75,16.11,XK,broken clouds
551,Nizhnyaya Omka,55.4338,74.9426,9.41,96,98,10.38,RU,overcast clouds
552,Turayf,31.6725,38.6637,39.2,100,0,4.61,SA,mist
553,Caucaia,-3.7361,-38.6531,82.4,78,75,6.91,BR,broken clouds
554,Kermanshah,34.3142,47.065,33.8,100,40,2.3,IR,mist
555,Oudtshoorn,-33.5907,22.2014,59.0,82,20,5.75,ZA,few clouds
556,Codrington,-38.2667,141.9667,63.03,63,100,15.97,AU,overcast clouds
557,Rawson,-43.3002,-65.1023,56.19,67,0,14.38,AR,clear sky
558,Ballina,-28.8667,153.5667,78.8,73,75,18.41,AU,broken clouds
559,Vanino,49.0869,140.2543,13.42,82,100,16.02,RU,overcast clouds
560,Olonets,60.9847,32.9698,-7.56,89,1,3.36,RU,clear sky
561,Karasuk,53.7377,78.0403,19.76,97,91,13.94,RU,light snow
562,Medina,24.4686,39.6142,55.4,54,0,6.91,SA,clear sky
563,Hokitika,-42.7167,170.9667,65.43,79,97,4.79,NZ,overcast clouds
564,Coos Bay,43.3665,-124.2179,44.01,87,40,5.75,US,scattered clouds
565,Atasu,48.6814,71.6433,33.03,97,100,32.21,KZ,snow
566,Awjilah,29.1081,21.2869,66.11,25,100,19.57,LY,overcast clouds
567,Alpena,45.0617,-83.4327,3.2,66,1,8.05,US,clear sky
568,Santona,43.4439,-3.4576,51.8,66,40,9.22,ES,scattered clouds
569,Aksarka,66.5606,67.7975,-16.71,87,100,24.25,RU,light snow
570,Kangaatsiaq,68.3065,-53.4641,17.26,85,0,17.63,GL,clear sky
571,Hobyo,5.3505,48.5268,79.16,73,8,19.53,SO,clear sky
572,Hovd,48.0056,91.6419,20.91,79,100,2.51,MN,overcast clouds
573,Anamur,36.0751,32.8369,55.4,82,75,4.61,TR,broken clouds
574,Melegnano,45.3588,9.324,44.6,81,40,10.36,IT,scattered clouds
575,Numan,9.4667,12.0333,68.11,25,99,1.79,NG,overcast clouds
576,Psedakh,43.4672,44.5692,26.6,93,100,4.47,RU,overcast clouds
577,Guarda,40.5373,-7.2658,46.99,91,75,8.01,PT,broken clouds
578,Kalevala,65.2,31.1667,6.35,93,1,7.63,RU,clear sky
579,Port Hedland,-20.3167,118.5667,91.4,46,40,17.27,AU,scattered clouds
580,Forest Grove,45.5198,-123.1107,42.8,75,90,4.47,US,light rain
581,Loralai,30.3705,68.598,60.1,28,8,0.51,PK,clear sky
582,Gobabis,-22.45,18.9667,64.53,86,25,8.59,NA,scattered clouds
583,Fukue,32.6881,128.8419,48.2,57,40,17.27,JP,scattered clouds
584,Wagar,16.1525,36.2032,61.36,74,0,8.25,SD,clear sky
585,Rundu,-17.9333,19.7667,67.66,94,100,7.52,NA,light rain
586,Buerarema,-14.9594,-39.2997,82.4,83,75,8.05,BR,broken clouds
587,Port Macquarie,-31.4333,152.9167,78.01,60,53,1.99,AU,broken clouds
588,Tahe,52.3333,124.7333,7.29,84,0,8.28,CN,clear sky
589,Kropotkin,45.4375,40.5756,25.86,97,100,13.38,RU,overcast clouds
590,Suez,29.9737,32.5263,57.63,59,0,2.44,EG,clear sky
591,Cancun,21.1743,-86.8466,79.0,94,20,5.75,MX,few clouds
592,Baker City,44.7749,-117.8344,30.0,68,1,3.18,US,clear sky
593,Taltal,-25.4,-70.4833,62.83,79,4,0.65,CL,clear sky
594,Ayagoz,47.9714,80.4392,31.24,95,90,5.01,KZ,overcast clouds
595,Kampene,-3.6,26.6667,70.14,89,99,0.69,CD,overcast clouds
596,Buluang,13.3068,123.3425,77.2,87,100,5.5,PH,overcast clouds
597,Talnakh,69.4865,88.3972,-10.68,79,80,4.85,RU,broken clouds
598,Lucapa,-8.4192,20.7447,65.59,98,100,3.04,AO,light rain
599,Zhigansk,66.7697,123.3711,-24.41,81,0,7.27,RU,clear sky
600,Sept-Iles,50.2001,-66.3821,17.6,79,98,2.3,CA,overcast clouds
601,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.4,83,72,6.96,BR,broken clouds
602,Westport,41.1415,-73.3579,27.0,63,90,10.36,US,overcast clouds
603,Kharp,66.8014,65.8081,-5.46,90,100,10.0,RU,light snow
604,Lashio,22.9333,97.75,77.5,41,39,1.79,MM,scattered clouds
605,Taoudenni,22.6783,-3.9836,56.41,37,0,7.74,ML,clear sky
606,Bacolod,10.6667,122.95,76.53,88,100,8.34,PH,light rain
607,Velizy-Villacoublay,48.782,2.194,30.99,80,90,5.75,FR,overcast clouds
608,Kerema,-7.9631,145.7785,80.1,80,100,8.66,PG,overcast clouds
609,Vanavara,60.34,102.2797,26.49,97,100,12.77,RU,overcast clouds
610,Coahuayana,18.7333,-103.6833,73.69,76,55,1.92,MX,broken clouds
611,Upata,8.0086,-62.3989,77.0,86,76,8.99,VE,broken clouds
612,Salina,38.8403,-97.6114,10.4,92,90,12.66,US,mist
613,Lavumisa,-27.31,31.892,75.49,88,83,1.9,SZ,broken clouds
614,Penalva,-3.2942,-45.1736,73.44,96,78,2.1,BR,broken clouds
615,Chapais,49.7834,-74.8492,1.4,71,40,5.75,CA,scattered clouds
616,Fairmont,39.4851,-80.1426,19.99,63,48,3.02,US,scattered clouds
617,Henties Bay,-22.116,14.2845,63.0,91,99,5.99,NA,overcast clouds
618,Antiguo Morelos,22.5495,-99.0812,66.0,86,8,3.2,MX,clear sky
619,Sines,37.9562,-8.8698,55.99,82,100,11.99,PT,overcast clouds
620,Marsa Matruh,31.3525,27.2453,55.4,76,0,9.22,EG,clear sky
621,Somerset East,-32.7217,25.588,61.74,82,86,2.93,ZA,overcast clouds
622,Deputatskiy,69.3,139.9,-18.8,85,75,3.6,RU,broken clouds
623,San Jose,37.3394,-121.895,54.0,71,40,0.98,US,scattered clouds
624,Donnacona,46.6804,-71.7239,23.0,93,100,5.75,CA,overcast clouds
625,Formosa Do Rio Preto,-11.0483,-45.1931,68.86,86,99,2.37,BR,overcast clouds
626,Launceston,-41.45,147.1667,70.0,40,40,3.44,AU,scattered clouds
627,Bilibino,68.0546,166.4372,-3.41,77,0,6.96,RU,clear sky
628,Odweyne,9.4092,45.064,66.06,59,1,6.31,SO,clear sky
629,Mindelo,16.8901,-24.9804,68.0,60,75,25.32,CV,broken clouds
630,Phonhong,18.5007,102.4166,82.4,51,0,4.61,LA,clear sky
631,Harrison,30.4091,-89.0436,46.4,76,1,4.61,US,clear sky
632,Neryungri,56.6709,124.6491,-6.52,85,13,1.34,RU,few clouds
633,Deogarh,21.5333,84.7333,81.68,21,0,1.19,IN,clear sky
634,Santa Cruz,-17.8,-63.1667,77.0,83,75,2.3,BO,broken clouds
635,Ranong,9.9658,98.6348,89.6,55,20,6.91,TH,few clouds
636,Ingham,42.6,-84.3833,5.0,78,75,4.92,US,broken clouds
637,Vidim,56.4088,103.1106,22.87,97,97,6.31,RU,overcast clouds
638,Champerico,14.3,-91.9167,64.0,95,0,4.79,GT,clear sky
639,Lovozero,68.005,35.0117,14.85,95,100,15.99,RU,light snow
640,Dzerzhinsk,56.2389,43.4631,-13.0,77,0,8.95,RU,clear sky
641,Oyama,36.3,139.8,51.01,23,20,10.36,JP,few clouds
642,Shizunai,42.3339,142.3669,23.68,88,100,25.1,JP,light snow
643,Tahoua,14.8888,5.2692,64.4,16,41,4.61,NE,scattered clouds
644,Hong Gai,20.956,107.0946,75.2,64,0,8.05,VN,clear sky
645,Gwadar,25.1216,62.3254,68.16,47,0,8.81,PK,clear sky
646,Ulladulla,-35.35,150.4667,69.8,64,90,6.91,AU,overcast clouds
647,Beringovskiy,63.05,179.3167,5.88,95,100,16.08,RU,snow
648,Chagoda,59.164,35.3285,-8.19,90,81,3.6,RU,broken clouds
649,Catarman,12.4989,124.6377,75.45,95,100,10.02,PH,overcast clouds
650,Walvis Bay,-22.9575,14.5053,63.0,82,97,13.8,NA,overcast clouds
651,Coxim,-18.5067,-54.76,71.17,68,0,5.77,BR,clear sky
652,Burglengenfeld,49.2056,12.0414,28.99,86,75,3.2,DE,mist
653,Pitimbu,-7.4706,-34.8086,78.8,83,20,5.75,BR,few clouds
654,Kieta,-6.2167,155.6333,83.68,76,99,9.26,PG,moderate rain
655,Sao Miguel Do Araguaia,-13.275,-50.1628,67.41,100,100,3.94,BR,overcast clouds
656,Cumberland,35.0502,-78.8664,35.6,87,1,7.18,US,clear sky
657,Ornskoldsvik,63.2909,18.7153,19.4,93,90,4.61,SE,overcast clouds
658,Bolivar,37.6145,-93.4105,27.0,93,100,5.64,US,overcast clouds
659,Reitz,-27.8014,28.4273,60.26,90,2,5.26,ZA,clear sky
660,Sakakah,29.9697,40.2064,44.6,87,0,0.92,SA,mist
661,Zaraza,9.3503,-65.3245,73.96,82,64,3.83,VE,broken clouds
662,Grindavik,63.8424,-22.4338,33.8,75,0,16.11,IS,clear sky
663,Abha,18.2164,42.5053,50.0,57,40,4.61,SA,scattered clouds
664,Tabas,33.5959,56.9244,56.62,53,30,1.19,IR,scattered clouds
665,Bull Savanna,17.8868,-77.5902,70.23,79,0,6.51,JM,clear sky
666,Mackay,-21.15,149.2,93.2,59,0,13.8,AU,clear sky
667,Bac Lieu,9.285,105.7244,85.03,57,1,20.24,VN,clear sky
668,Amuntai,-2.4177,115.2494,92.59,55,90,2.04,ID,overcast clouds
669,Kaabong,3.4836,34.1492,70.9,26,85,5.7,UG,overcast clouds
670,Pacific Grove,36.6177,-121.9166,50.0,87,1,6.91,US,clear sky
671,Razole,16.4833,81.8333,80.6,57,56,5.75,IN,haze
672,Ewa Beach,21.3156,-158.0072,75.2,50,1,5.75,US,clear sky
673,Kudahuvadhoo,2.6708,72.8944,81.59,76,0,16.2,MV,clear sky
674,Ondjiva,-17.0667,15.7333,72.05,56,100,3.87,AO,overcast clouds
